Tid | Avstand | X | Y | Z | Error | Power | uP | uI | uD
347 | 296 | 15 | 0 | 1016 | -4 | 65535 | 0 | 0 | 0
348 | 297 | 15 | 0 | 1016 | -3 | 65535 | 0 | 0 | 0
349 | 297 | 15 | 1 | 1016 | -3 | 65535 | 0 | 0 | 0
350 | 296 | 15 | 1 | 1017 | -4 | 65535 | 0 | 0 | 0
351 | 296 | 15 | 1 | 1018 | -4 | 65535 | 0 | 0 | 0
352 | 297 | 15 | 1 | 1018 | -3 | 65535 | 0 | 0 | 0
353 | 296 | 15 | 1 | 1019 | -4 | 65535 | 0 | 0 | 0
354 | 297 | 16 | 1 | 1020 | -3 | 65535 | 0 | 0 | 0
355 | 300 | 17 | 2 | 1020 | 0 | 65535 | 0 | 0 | 0
356 | 300 | 18 | 2 | 1021 | 0 | 65535 | 0 | 0 | 0
357 | 300 | 18 | 2 | 1021 | 0 | 65535 | 0 | 0 | 0
358 | 298 | 18 | 2 | 1020 | -2 | 65535 | 0 | 0 | 0
359 | 295 | 18 | 2 | 1020 | -5 | 65535 | 0 | 0 | 0
360 | 297 | 17 | 2 | 1020 | -3 | 65535 | 0 | 0 | 0
361 | 297 | 16 | 2 | 1020 | -3 | 65535 | 0 | 0 | 0
362 | 296 | 16 | 2 | 1019 | -4 | 65535 | 0 | 0 | 0
363 | 296 | 16 | 2 | 1019 | -4 | 65535 | 0 | 0 | 0
364 | 296 | 16 | 4 | 1019 | -4 | 65535 | 0 | 0 | 0
365 | 296 | 16 | 4 | 1020 | -4 | 65535 | 0 | 0 | 0
366 | 296 | 16 | 4 | 1020 | -4 | 65535 | 0 | 0 | 0
367 | 296 | 16 | 4 | 1019 | -4 | 65535 | 0 | 0 | 0
368 | 296 | 16 | 4 | 1019 | -4 | 65535 | 0 | 0 | 0
369 | 297 | 15 | 3 | 1019 | -3 | 65535 | 0 | 0 | 0
370 | 296 | 14 | 3 | 1019 | -4 | 65535 | 0 | 0 | 0
371 | 296 | 14 | 3 | 1019 | -4 | 65535 | 0 | 0 | 0
372 | 296 | 14 | 3 | 1019 | -4 | 65535 | 0 | 0 | 0
373 | 296 | 15 | 3 | 1017 | -4 | 65535 | 0 | 0 | 0
374 | 296 | 15 | 2 | 1016 | -4 | 65535 | 0 | 0 | 0
375 | 296 | 15 | 2 | 1016 | -4 | 65535 | 0 | 0 | 0
376 | 297 | 15 | 1 | 1016 | -3 | 65535 | 0 | 0 | 0
377 | 297 | 15 | 1 | 1016 | -3 | 65535 | 0 | 0 | 0
378 | 296 | 14 | 1 | 1018 | -4 | 65535 | 0 | 0 | 0
379 | 296 | 15 | 1 | 1019 | -4 | 65535 | 0 | 0 | 0
380 | 296 | 15 | 1 | 1019 | -4 | 65535 | 0 | 0 | 0
381 | 296 | 15 | 1 | 1019 | -4 | 65535 | 0 | 0 | 0
382 | 296 | 15 | 1 | 1018 | -4 | 65535 | 0 | 0 | 0
383 | 296 | 15 | 2 | 1018 | -4 | 65535 | 0 | 0 | 0
384 | 297 | 15 | 2 | 1019 | -3 | 65535 | 0 | 0 | 0
385 | 297 | 15 | 2 | 1020 | -3 | 65535 | 0 | 0 | 0
386 | 296 | 15 | 2 | 1020 | -4 | 65535 | 0 | 0 | 0
387 | 296 | 16 | 3 | 1019 | -4 | 65535 | 0 | 0 | 0
388 | 297 | 16 | 3 | 1018 | -3 | 65535 | 0 | 0 | 0
389 | 297 | 16 | 4 | 1018 | -3 | 65535 | 0 | 0 | 0
390 | 296 | 16 | 5 | 1018 | -4 | 65535 | 0 | 0 | 0
391 | 296 | 16 | 5 | 1018 | -4 | 65535 | 0 | 0 | 0
392 | 296 | 16 | 5 | 1017 | -4 | 65535 | 0 | 0 | 0
393 | 297 | 16 | 5 | 1017 | -3 | 65535 | 0 | 0 | 0
394 | 296 | 16 | 5 | 1018 | -4 | 65535 | 0 | 0 | 0
395 | 296 | 15 | 5 | 1015 | -4 | 65535 | 0 | 0 | 0
396 | 296 | 15 | 5 | 1016 | -4 | 65535 | 0 | 0 | 0
397 | 296 | 15 | 5 | 1016 | -4 | 65535 | 0 | 0 | 0
398 | 296 | 15 | 5 | 1017 | -4 | 65535 | 0 | 0 | 0
399 | 296 | 14 | 5 | 1018 | -4 | 65535 | 0 | 0 | 0
400 | 296 | 14 | 5 | 1018 | -4 | 65535 | 0 | 0 | 0
401 | 296 | 14 | 4 | 1018 | -4 | 65535 | 0 | 0 | 0
402 | 296 | 14 | 3 | 1018 | -4 | 65535 | 0 | 0 | 0
403 | 296 | 14 | 3 | 1018 | -4 | 65535 | 0 | 0 | 0
404 | 297 | 15 | 3 | 1018 | -3 | 65535 | 0 | 0 | 0
405 | 297 | 16 | 3 | 1018 | -3 | 65535 | 0 | 0 | 0
406 | 296 | 16 | 2 | 1018 | -4 | 65535 | 0 | 0 | 0
407 | 296 | 15 | 1 | 1019 | -4 | 65535 | 0 | 0 | 0
408 | 297 | 15 | 1 | 1019 | -3 | 65535 | 0 | 0 | 0
409 | 297 | 14 | 1 | 1019 | -3 | 65535 | 0 | 0 | 0
410 | 296 | 14 | 2 | 1018 | -4 | 65535 | 0 | 0 | 0
411 | 297 | 14 | 2 | 1017 | -3 | 65535 | 0 | 0 | 0
412 | 297 | 14 | 3 | 1017 | -3 | 65535 | 0 | 0 | 0
413 | 296 | 14 | 3 | 1018 | -4 | 65535 | 0 | 0 | 0
414 | 296 | 15 | 2 | 1018 | -4 | 65535 | 0 | 0 | 0
415 | 297 | 16 | 1 | 1018 | -3 | 65535 | 0 | 0 | 0
416 | 296 | 17 | 1 | 1018 | -4 | 65535 | 0 | 0 | 0
