Tid,Avstand,X,Y,Z,Error,Power,uP,uI,uD
1090,301,10,7,1017,-1,0,0,0,0
1091,301,11,7,1017,-1,0,0,0,0
1092,301,11,7,1018,-1,0,0,0,0
1093,300,11,8,1019,0,0,0,0,0
1094,300,12,9,1019,0,0,0,0,0
1095,301,13,9,1019,-1,0,0,0,0
1096,301,13,9,1019,-1,0,0,0,0
1097,301,13,9,1019,-1,0,0,0,0
1098,301,13,8,1018,-1,0,0,0,0
1099,302,13,7,1018,-2,0,0,0,0
1100,300,13,7,1019,0,0,0,0,0
1101,300,12,7,1019,0,0,0,0,0
1102,301,12,7,1018,-1,0,0,0,0
1103,302,12,7,1017,-2,0,0,0,0
1104,301,12,7,1017,-1,0,0,0,0
1105,301,12,7,1017,-1,0,0,0,0
1106,301,12,7,1018,-1,0,0,0,0
1107,301,12,6,1017,-1,0,0,0,0
1108,301,12,5,1016,-1,0,0,0,0
1109,301,12,5,1017,-1,0,0,0,0
1110,301,12,5,1017,-1,0,0,0,0
1111,302,13,6,1018,-2,0,0,0,0
1112,301,13,7,1018,-1,0,0,0,0
1113,301,13,7,1018,-1,0,0,0,0
1114,301,13,7,1018,-1,0,0,0,0
1115,302,14,7,1018,-2,0,0,0,0
1116,300,14,7,1018,0,0,0,0,0
1117,301,14,7,1018,-1,0,0,0,0
1118,301,14,6,1018,-1,0,0,0,0
1119,302,14,6,1018,-2,0,0,0,0
1120,301,13,6,1019,-1,0,0,0,0
1121,301,13,6,1019,-1,0,0,0,0
1122,301,13,7,1020,-1,0,0,0,0
1123,301,13,7,1020,-1,0,0,0,0
1124,301,13,7,1019,-1,0,0,0,0
1125,301,12,7,1019,-1,0,0,0,0
1126,301,12,7,1020,-1,0,0,0,0
1127,302,12,7,1020,-2,0,0,0,0
1128,301,12,7,1020,-1,0,0,0,0
1129,301,12,6,1018,-1,0,0,0,0
1130,301,12,5,1017,-1,0,0,0,0
1131,301,12,5,1016,-1,0,0,0,0
1132,301,12,5,1016,-1,0,0,0,0
1133,301,12,5,1016,-1,0,0,0,0
1134,301,12,6,1017,-1,0,0,0,0
1135,302,13,6,1017,-2,0,0,0,0
1136,300,13,6,1017,0,0,0,0,0
1137,301,13,6,1016,-1,0,0,0,0
1138,301,12,6,1016,-1,0,0,0,0
1139,299,12,6,1016,1,0,0,0,0
1140,297,11,6,1016,3,0,0,0,0
1141,297,11,6,1016,3,0,0,0,0
1142,298,11,6,1016,2,0,0,0,0
1143,300,10,6,1017,0,0,0,0,0
1144,301,10,6,1018,-1,0,0,0,0
1145,301,11,6,1018,-1,0,0,0,0
1146,301,11,6,1019,-1,0,0,0,0
1147,304,12,6,1018,-4,0,0,0,0
1148,304,12,6,1018,-4,0,0,0,0
1149,304,12,6,1018,-4,0,0,0,0
1150,305,12,6,1017,-5,10090,55536,65446,0
1151,308,14,-49,1024,-8,16220,49536,65316,0
1152,307,26,-111,1143,-7,14370,51536,65166,0
1153,307,31,-193,1164,-7,14510,51536,65026,0
1154,307,29,-159,1153,-7,14650,51536,64886,0
1155,316,23,-137,1127,-16,32880,33536,64656,0
1156,317,12,-127,1079,-17,35210,31536,64326,0
1157,318,25,-171,1076,-18,37560,29536,63976,0
1158,318,30,-152,1074,-18,37920,29536,63616,0
1159,332,56,-123,1066,-32,65535,1536,63116,0
1160,334,44,-128,1013,-34,65535,63072,62456,0
1161,335,40,-207,1054,-35,65535,61072,61766,0
1162,335,0,-209,1003,-35,65535,61072,61066,0
1163,353,-25,-219,970,-53,65535,25072,60186,0
1164,353,25,-169,1067,-53,65535,25072,59126,0
1165,354,20,-147,965,-54,65535,23072,58056,0
1166,354,57,-130,941,-54,65535,23072,56976,0
1167,366,65,-182,918,-66,65535,64608,55776,0
1168,365,65,-187,988,-65,65535,1072,54466,0
1169,366,40,-146,972,-66,65535,64608,53156,0
1170,365,31,-149,940,-65,65535,1072,51846,0
1171,367,28,-85,956,-67,65535,62608,50526,0
1172,365,-38,-37,897,-65,65535,1072,49206,0
1173,365,23,-8,1003,-65,65535,1072,47906,0
1174,366,31,34,1009,-66,65535,64608,46596,0
1175,359,94,138,1026,-59,65535,13072,45346,0
1176,357,202,136,1060,-57,65535,17072,44186,0
1177,357,270,69,1184,-57,65535,17072,43046,0
1178,357,227,171,1179,-57,65535,17072,41906,0
1179,351,233,168,1176,-51,65535,29072,40826,0
1180,350,180,107,1236,-50,65535,31072,39816,0
1181,350,112,83,1238,-50,65535,31072,38816,0
1182,349,62,53,1221,-49,65535,33072,37826,0
1183,339,93,49,1206,-39,65535,53072,36946,0
1184,339,108,48,1278,-39,65535,53072,36166,0
1185,339,152,35,1354,-39,65535,53072,35386,0
1186,339,136,9,1238,-39,65535,53072,34606,0
1187,331,139,-7,1173,-31,65535,3536,33906,0
1188,330,145,22,1145,-30,65535,5536,33296,0
1189,330,102,0,1118,-30,65535,5536,32696,0
1190,330,69,-24,1052,-30,65535,5536,32096,0
1191,320,34,-18,916,-20,65535,25536,31596,0
1192,321,67,12,901,-21,65535,23536,31186,0
1193,321,76,33,864,-21,65535,23536,30766,0
1194,320,72,24,772,-20,65535,25536,30356,0
1195,310,57,30,675,-10,55480,45536,30056,0
1196,311,78,129,773,-11,57690,43536,29846,0
1197,310,65,183,680,-10,55900,45536,29636,0
1198,310,81,192,716,-10,56100,45536,29436,0
1199,301,90,147,857,-1,0,0,0,0
1200,301,121,237,1051,-1,0,0,0,0
1201,301,106,420,1106,-1,0,0,0,0
1202,300,76,482,1108,0,0,0,0,0
1203,290,43,483,884,10,20100,20000,100,0
1204,291,25,564,836,9,18290,18000,290,0
1205,291,37,633,892,9,18470,18000,470,0
1206,291,33,593,862,9,18650,18000,650,0
1207,288,31,490,839,12,24860,24000,860,0
1208,288,28,403,833,12,25100,24000,1100,0
1209,288,33,355,869,12,25340,24000,1340,0
1210,289,23,299,889,11,23570,22000,1570,0
1211,289,12,238,941,11,23790,22000,1790,0
1212,288,6,188,925,12,26020,24000,2020,0
1213,288,13,145,935,12,26260,24000,2260,0
1214,290,21,124,953,10,22480,20000,2480,0
1215,292,17,100,967,8,18660,16000,2660,0
1216,291,14,48,971,9,20830,18000,2830,0
1217,292,25,4,1010,8,19000,16000,3000,0
1218,293,26,3,1010,7,17150,14000,3150,0
1219,299,37,-2,1027,1,0,0,0,0
1220,298,27,-26,1006,2,0,0,0,0
1221,298,17,-70,979,2,0,0,0,0
1222,299,51,-27,948,1,0,0,0,0
1223,294,72,10,982,6,12070,12000,70,0
1224,298,67,11,993,2,0,0,0,0
1225,298,60,80,1032,2,0,0,0,0
1226,300,55,130,1057,0,0,0,0,0
1227,302,46,121,1067,-2,0,0,0,0
1228,301,36,112,1059,-1,0,0,0,0
1229,302,32,101,1042,-2,0,0,0,0
1230,303,30,94,1029,-3,0,0,0,0
1231,301,25,77,1023,-1,0,0,0,0
1232,302,20,58,1021,-2,0,0,0,0
1233,301,17,46,1018,-1,0,0,0,0
1234,302,14,37,1012,-2,0,0,0,0
1235,302,13,31,1007,-2,0,0,0,0
1236,301,13,25,1003,-1,0,0,0,0
1237,302,12,19,1001,-2,0,0,0,0
1238,302,10,16,1002,-2,0,0,0,0
1239,301,10,13,1004,-1,0,0,0,0
1240,302,10,11,1007,-2,0,0,0,0
1241,302,10,8,1010,-2,0,0,0,0
1242,302,9,8,1010,-2,0,0,0,0
1243,301,9,7,1010,-1,0,0,0,0
1244,301,10,7,1012,-1,0,0,0,0
1245,301,10,7,1014,-1,0,0,0,0
1246,302,10,8,1015,-2,0,0,0,0
1247,302,11,8,1016,-2,0,0,0,0
1248,302,12,8,1016,-2,0,0,0,0
1249,301,13,8,1017,-1,0,0,0,0
1250,302,13,7,1018,-2,0,0,0,0
1251,301,13,7,1019,-1,0,0,0,0
1252,302,13,7,1019,-2,0,0,0,0
1253,302,13,6,1021,-2,0,0,0,0
1254,302,13,6,1021,-2,0,0,0,0
1255,302,13,5,1021,-2,0,0,0,0
1256,302,12,4,1021,-2,0,0,0,0
1257,301,11,4,1021,-1,0,0,0,0
1258,302,11,4,1021,-2,0,0,0,0
1259,301,11,4,1020,-1,0,0,0,0
1260,302,12,5,1020,-2,0,0,0,0
1261,302,12,6,1019,-2,0,0,0,0
1262,302,12,6,1019,-2,0,0,0,0
1263,301,12,6,1019,-1,0,0,0,0
1264,301,12,6,1019,-1,0,0,0,0
1265,301,11,6,1019,-1,0,0,0,0
1266,302,11,6,1018,-2,0,0,0,0
1267,301,11,6,1018,-1,0,0,0,0
1268,302,11,6,1018,-2,0,0,0,0
1269,301,11,6,1018,-1,0,0,0,0
1270,302,11,6,1018,-2,0,0,0,0
1271,301,11,6,1018,-1,0,0,0,0
1272,301,11,6,1018,-1,0,0,0,0
1273,301,11,6,1017,-1,0,0,0,0
1274,302,12,7,1017,-2,0,0,0,0
1275,301,11,7,1018,-1,0,0,0,0
1276,302,11,8,1019,-2,0,0,0,0
1277,302,11,8,1019,-2,0,0,0,0
1278,297,11,8,1019,3,0,0,0,0
1279,294,12,7,1019,6,12090,12000,90,0
1280,295,12,7,1018,5,10200,10000,200,0
1281,295,2,65,1123,5,10300,10000,300,0
1282,288,15,132,1114,12,24470,24000,470,0
1283,285,25,183,1100,15,30740,30000,740,0
1284,286,26,213,1091,14,29030,28000,1030,0
1285,286,36,173,1088,14,29310,28000,1310,0
1286,279,30,120,1070,21,43660,42000,1660,0
1287,276,16,153,1027,24,50110,48000,2110,0
1288,276,30,184,997,24,50590,48000,2590,0
1289,276,-9,150,953,24,51070,48000,3070,0
1290,267,-15,141,923,33,65535,464,3640,0
1291,260,-34,149,910,40,65535,14464,4370,0
1292,262,-27,146,942,38,65535,10464,5150,0
1293,261,-44,187,900,39,65535,12464,5920,0
1294,249,-47,181,801,51,65535,36464,6820,0
1295,246,-85,201,594,54,65535,42464,7870,0
1296,246,-125,182,540,54,65535,42464,8950,0
1297,246,-147,117,525,54,65535,42464,10030,0
1298,235,-109,79,616,65,65535,64464,11220,0
1299,236,-59,60,780,64,65535,62464,12510,0
1300,237,-42,9,853,63,65535,60464,13780,0
1301,237,-17,0,975,63,65535,60464,15040,0
1302,236,23,-4,1111,64,65535,62464,16310,0
1303,236,13,85,1084,64,65535,62464,17590,0
1304,236,34,139,1006,64,65535,62464,18870,0
1305,237,30,180,898,63,65535,60464,20140,0
1306,241,-5,131,793,59,65535,52464,21360,0
1307,241,17,166,849,59,65535,52464,22540,0
1308,241,47,152,940,59,65535,52464,23720,0
1309,242,115,103,1093,58,65535,50464,24890,0
1310,249,75,68,1094,51,65535,36464,25980,0
1311,248,37,141,1174,52,65535,38464,27010,0
1312,249,-35,153,1192,51,65535,36464,28040,0
1313,249,-109,96,1123,51,65535,36464,29060,0
1314,258,-128,117,1074,42,65535,18464,29990,0
1315,258,-156,58,1072,42,65535,18464,30830,0
1316,259,-122,29,1060,41,65535,16464,31660,0
1317,259,-47,37,1083,41,65535,16464,32480,0
1318,272,-44,-16,1037,28,65535,56000,33170,0
1319,271,-48,-33,923,29,65535,58000,33740,0
1320,272,42,-13,911,28,65535,56000,34310,0
1321,272,58,-43,1002,28,65535,56000,34870,0
1322,280,96,-65,1091,20,65535,40000,35350,0
1323,279,84,-59,1076,21,65535,42000,35760,0
1324,279,66,-74,1034,21,65535,42000,36180,0
1325,280,38,-63,931,20,65535,40000,36590,0
1326,290,12,-57,791,10,56890,20000,36890,0
1327,288,37,-50,848,12,61110,24000,37110,0
1328,289,0,-84,944,11,59340,22000,37340,0
1329,290,-37,-128,954,10,57550,20000,37550,0
1330,300,-36,-92,1014,0,0,0,0,0
1331,298,55,-58,1065,2,0,0,0,0
1332,299,119,-142,1037,1,0,0,0,0
1333,300,148,-328,1044,0,0,0,0,0
1334,309,160,-297,1145,-9,18090,47536,65446,0
1335,307,180,-247,1123,-7,14250,51536,65286,0
1336,309,158,-148,1160,-9,18410,47536,65126,0
1337,309,150,-104,1194,-9,18590,47536,64946,0
1338,311,146,-47,1223,-11,22790,43536,64746,0
1339,311,134,4,1221,-11,23010,43536,64526,0
1340,311,113,8,1163,-11,23230,43536,64306,0
1341,311,96,-13,1070,-11,23450,43536,64086,0
1342,312,65,-26,988,-12,25680,41536,63856,0
1343,311,34,-50,922,-11,23910,43536,63626,0
1344,311,14,-48,870,-11,24130,43536,63406,0
1345,311,2,-48,844,-11,24350,43536,63186,0
1346,308,-4,-54,837,-8,18540,49536,62996,0
1347,308,-10,-33,852,-8,18700,49536,62836,0
1348,308,-12,-3,900,-8,18860,49536,62676,0
1349,308,1,9,963,-8,19020,49536,62516,0
1350,305,7,18,997,-5,13150,55536,62386,0
1351,305,8,57,988,-5,13250,55536,62286,0
1352,305,6,71,992,-5,13350,55536,62186,0
1353,305,4,59,984,-5,13450,55536,62086,0
1354,302,5,53,983,-2,0,0,0,0
1355,302,5,153,981,-2,0,0,0,0
1356,302,46,101,1107,-2,0,0,0,0
1357,302,40,117,1162,-2,0,0,0,0
1358,299,33,96,1119,1,0,0,0,0
1359,299,19,84,1071,1,0,0,0,0
1360,298,8,70,1044,2,0,0,0,0
1361,299,12,49,1036,1,0,0,0,0
1362,299,9,44,1031,1,0,0,0,0
1363,299,12,26,1033,1,0,0,0,0
1364,299,12,29,1030,1,0,0,0,0
1365,299,14,22,1028,1,0,0,0,0
1366,298,14,21,1029,2,0,0,0,0
1367,299,16,16,1028,1,0,0,0,0
1368,298,15,13,1027,2,0,0,0,0
1369,299,15,12,1025,1,0,0,0,0
1370,298,14,9,1022,2,0,0,0,0
1371,299,14,9,1020,1,0,0,0,0
1372,299,14,7,1018,1,0,0,0,0
1373,297,13,8,1017,3,0,0,0,0
1374,295,13,6,1017,5,10080,10000,80,0
1375,295,14,54,1013,5,10180,10000,180,0
1376,294,49,133,1017,6,12290,12000,290,0
1377,297,35,167,1022,3,0,0,0,0
1378,298,14,120,1024,2,0,0,0,0
1379,297,19,71,985,3,0,0,0,0
1380,297,6,89,955,3,0,0,0,0
1381,297,0,59,937,3,0,0,0,0
1382,293,0,56,939,7,14100,14000,100,0
1383,294,0,44,964,6,12230,12000,230,0
1384,294,-3,110,1102,6,12350,12000,350,0
1385,297,-9,135,1192,3,0,0,0,0
1386,298,-7,111,1192,2,0,0,0,0
1387,298,-26,-152,1226,2,0,0,0,0
1388,297,-9,-253,1263,3,0,0,0,0
1389,300,1,-206,1181,0,0,0,0,0
1390,301,14,-182,1131,-1,0,0,0,0
1391,302,13,-119,1082,-2,0,0,0,0
1392,301,16,-102,1054,-1,0,0,0,0
1393,301,16,-72,1038,-1,0,0,0,0
1394,298,14,-55,1023,2,0,0,0,0
1395,297,9,-41,1017,3,0,0,0,0
1396,297,11,-28,1022,3,0,0,0,0
1397,300,11,-26,1031,0,0,0,0,0
1398,301,11,-20,1031,-1,0,0,0,0
1399,301,9,-8,1033,-1,0,0,0,0
1400,301,13,-9,1031,-1,0,0,0,0
1401,302,13,-2,1029,-2,0,0,0,0
1402,301,15,-2,1026,-1,0,0,0,0
1403,301,15,2,1023,-1,0,0,0,0
1404,300,15,2,1021,0,0,0,0,0
1405,299,15,4,1020,1,0,0,0,0
1406,297,14,6,1019,3,0,0,0,0
1407,297,14,6,1017,3,0,0,0,0
1408,297,14,8,1016,3,0,0,0,0
1409,298,15,7,1015,2,0,0,0,0
1410,297,14,8,1016,3,0,0,0,0
1411,298,14,6,1016,2,0,0,0,0
1412,298,14,7,1018,2,0,0,0,0
1413,299,15,6,1018,1,0,0,0,0
1414,297,14,7,1019,3,0,0,0,0
1415,297,14,7,1020,3,0,0,0,0
1416,297,13,7,1020,3,0,0,0,0
1417,301,13,7,1021,-1,0,0,0,0
1418,301,13,7,1020,-1,0,0,0,0
1419,301,13,7,1020,-1,0,0,0,0
1420,302,13,7,1019,-2,0,0,0,0
1421,302,13,7,1019,-2,0,0,0,0
1422,301,13,7,1018,-1,0,0,0,0
1423,301,13,7,1018,-1,0,0,0,0
1424,301,13,6,1017,-1,0,0,0,0
1425,301,13,6,1017,-1,0,0,0,0
1426,300,13,6,1017,0,0,0,0,0
1427,301,13,7,1017,-1,0,0,0,0
1428,301,13,7,1017,-1,0,0,0,0
1429,299,13,7,1017,1,0,0,0,0
1430,297,14,7,1017,3,0,0,0,0
1431,297,14,6,1017,3,0,0,0,0
1432,297,14,5,1016,3,0,0,0,0
1433,301,14,5,1016,-1,0,0,0,0
1434,300,15,5,1017,0,0,0,0,0
1435,301,15,5,1017,-1,0,0,0,0
1436,301,15,5,1017,-1,0,0,0,0
1437,301,15,4,1017,-1,0,0,0,0
1438,300,15,4,1017,0,0,0,0,0
1439,300,15,5,1017,0,0,0,0,0
1440,301,15,5,1017,-1,0,0,0,0
1441,301,15,5,1017,-1,0,0,0,0
1442,301,15,5,1017,-1,0,0,0,0
1443,301,15,6,1017,-1,0,0,0,0
1444,301,15,6,1017,-1,0,0,0,0
1445,301,15,6,1017,-1,0,0,0,0
1446,301,15,6,1017,-1,0,0,0,0
1447,301,15,6,1018,-1,0,0,0,0
1448,301,14,6,1018,-1,0,0,0,0
1449,298,14,6,1018,2,0,0,0,0
1450,297,13,6,1017,3,0,0,0,0
1451,298,13,6,1016,2,0,0,0,0
1452,299,12,5,1016,1,0,0,0,0
1453,302,10,5,1016,-2,0,0,0,0
1454,301,10,5,1016,-1,0,0,0,0
1455,301,11,6,1017,-1,0,0,0,0
1456,302,12,6,1017,-2,0,0,0,0
1457,302,13,6,1017,-2,0,0,0,0
1458,301,13,7,1017,-1,0,0,0,0
1459,301,13,7,1016,-1,0,0,0,0
1460,301,14,7,1016,-1,0,0,0,0
1461,304,15,7,1016,-4,0,0,0,0
1462,304,15,7,1016,-4,0,0,0,0
1463,305,14,7,1016,-5,10090,55536,65446,0
1464,304,15,41,1129,-4,0,0,0,0
1465,298,11,-155,1206,2,0,0,0,0
1466,299,7,-227,1211,1,0,0,0,0
1467,298,7,-200,1160,2,0,0,0,0
1468,300,8,-162,1113,0,0,0,0,0
1469,302,7,-133,1097,-2,0,0,0,0
1470,301,13,-107,1091,-1,0,0,0,0
1471,302,17,-83,1083,-2,0,0,0,0
1472,302,18,-60,1076,-2,0,0,0,0
1473,301,20,-45,1062,-1,0,0,0,0
1474,301,19,-27,1050,-1,0,0,0,0
1475,302,19,-20,1038,-2,0,0,0,0
1476,301,17,-12,1029,-1,0,0,0,0
1477,298,17,-9,1020,2,0,0,0,0
1478,299,15,-3,1017,1,0,0,0,0
1479,298,14,-1,1015,2,0,0,0,0
1480,300,14,1,1016,0,0,0,0,0
1481,302,14,1,1017,-2,0,0,0,0
1482,301,13,2,1019,-1,0,0,0,0
1483,302,13,3,1019,-2,0,0,0,0
1484,302,13,3,1019,-2,0,0,0,0
1485,301,13,4,1019,-1,0,0,0,0
1486,302,13,4,1018,-2,0,0,0,0
1487,302,13,5,1018,-2,0,0,0,0
1488,302,13,5,1018,-2,0,0,0,0
1489,302,12,5,1018,-2,0,0,0,0
1490,301,12,5,1019,-1,0,0,0,0
1491,300,12,5,1019,0,0,0,0,0
1492,301,12,4,1019,-1,0,0,0,0
1493,301,12,5,1019,-1,0,0,0,0
1494,300,11,6,1019,0,0,0,0,0
1495,301,11,7,1019,-1,0,0,0,0
1496,302,12,7,1019,-2,0,0,0,0
1497,302,13,7,1019,-2,0,0,0,0
1498,302,13,7,1018,-2,0,0,0,0
1499,302,13,7,1018,-2,0,0,0,0
1500,302,13,6,1017,-2,0,0,0,0
1501,298,14,6,1017,2,0,0,0,0
1502,299,14,6,1018,1,0,0,0,0
1503,299,14,6,1018,1,0,0,0,0
1504,299,14,6,1018,1,0,0,0,0
1505,299,14,6,1018,1,0,0,0,0
1506,298,14,6,1019,2,0,0,0,0
1507,299,14,6,1019,1,0,0,0,0
1508,301,14,6,1020,-1,0,0,0,0
1509,302,13,7,1020,-2,0,0,0,0
1510,302,13,7,1020,-2,0,0,0,0
1511,302,14,7,1020,-2,0,0,0,0
1512,303,14,7,1019,-3,0,0,0,0
1513,302,13,6,1018,-2,0,0,0,0
1514,302,13,5,1016,-2,0,0,0,0
1515,301,13,5,1015,-1,0,0,0,0
1516,304,13,5,1015,-4,0,0,0,0
1517,306,13,5,1014,-6,12100,53536,65436,0
1518,305,0,30,1100,-5,10210,55536,65326,0
1519,305,-14,2,1164,-5,10310,55536,65226,0
1520,313,-30,35,1142,-13,26490,39536,65046,0
1521,319,-34,-19,1149,-19,38810,27536,64726,0
1522,318,-38,-101,1156,-18,37180,29536,64356,0
1523,318,-39,-120,1145,-18,37540,29536,63996,0
1524,328,-20,-113,1129,-28,58000,9536,63536,0
1525,338,9,-159,1147,-38,65535,55072,62876,0
1526,335,59,-208,1191,-35,65535,61072,62146,0
1527,336,61,-182,1206,-36,65535,59072,61436,0
1528,348,54,-173,1170,-48,65535,35072,60596,0
1529,356,58,-203,1043,-56,65535,19072,59556,0
1530,354,32,-176,899,-54,65535,23072,58456,0
1531,355,18,-146,844,-55,65535,21072,57366,0
1532,366,1,-101,966,-66,65535,64608,56156,0
1533,371,17,-30,981,-71,65535,54608,54786,0
1534,370,0,11,998,-70,65535,56608,53376,0
1535,371,-2,33,981,-71,65535,54608,51966,0
1536,368,17,66,944,-68,65535,60608,50576,0
1537,362,47,91,959,-62,65535,7072,49276,0
1538,363,58,102,940,-63,65535,5072,48026,0
1539,363,84,52,1005,-63,65535,5072,46766,0
1540,362,168,37,1154,-62,65535,7072,45516,0
1541,362,207,15,1317,-62,65535,7072,44276,0
1542,362,201,8,1368,-62,65535,7072,43036,0
1543,361,227,17,1400,-61,65535,9072,41806,0
1544,352,245,125,1364,-52,65535,27072,40676,0
1545,346,226,133,1389,-46,65535,39072,39696,0
1546,348,184,101,1401,-48,65535,35072,38756,0
1547,348,171,101,1437,-48,65535,35072,37796,0
1548,343,91,110,1152,-43,65535,45072,36886,0
1549,339,135,52,1146,-39,65535,53072,36066,0
1550,340,86,4,1110,-40,65535,51072,35276,0
1551,340,54,-71,1039,-40,65535,51072,34476,0
1552,335,25,-64,1025,-35,65535,61072,33726,0
1553,331,27,-48,941,-31,65535,3536,33066,0
1554,331,-40,-57,935,-31,65535,3536,32446,0
1555,331,-77,-116,993,-31,65535,3536,31826,0
1556,324,-61,-84,1106,-24,65535,17536,31276,0
1557,320,-55,-26,1101,-20,65535,25536,30836,0
1558,321,-14,18,1167,-21,65535,23536,30426,0
1559,321,-34,38,1160,-21,65535,23536,30006,0
1560,314,-67,95,1190,-14,63880,37536,29656,0
1561,311,-90,136,1062,-11,58130,43536,29406,0
1562,311,-53,140,1076,-11,58350,43536,29186,0
1563,311,-37,96,1030,-11,58570,43536,28966,0
1564,307,33,106,1131,-7,50750,51536,28786,0
1565,309,45,112,1228,-9,54910,47536,28626,0
1566,305,59,129,1110,-5,47050,55536,28486,0
1567,305,107,159,1095,-5,47150,55536,28386,0
1568,297,54,159,988,3,0,0,0,0
1569,295,3,214,946,5,10080,10000,80,0
1570,295,-7,373,932,5,10180,10000,180,0
1571,295,-14,535,917,5,10280,10000,280,0
1572,288,-6,473,1002,12,24450,24000,450,0
1573,286,0,472,997,14,28710,28000,710,0
1574,286,29,441,980,14,28990,28000,990,0
1575,286,45,351,970,14,29270,28000,1270,0
1576,284,54,295,992,16,33570,32000,1570,0
1577,284,54,273,1013,16,33890,32000,1890,0
1578,284,30,215,1041,16,34210,32000,2210,0
1579,284,32,153,1045,16,34530,32000,2530,0
1580,286,46,147,1057,14,30830,28000,2830,0
1581,286,38,114,1012,14,31110,28000,3110,0
1582,286,13,55,944,14,31390,28000,3390,0
1583,286,-17,25,918,14,31670,28000,3670,0
1584,289,-31,31,898,11,25920,22000,3920,0
1585,288,-37,9,913,12,28150,24000,4150,0
1586,289,-38,-24,967,11,26380,22000,4380,0
1587,289,-36,-23,1009,11,26600,22000,4600,0
1588,296,-35,-26,1051,4,0,0,0,0
1589,294,-15,-121,1051,6,12100,12000,100,0
1590,295,-28,-144,930,5,10210,10000,210,0
1591,295,-35,-68,992,5,10310,10000,310,0
1592,299,-34,-24,988,1,0,0,0,0
1593,298,-27,-115,938,2,0,0,0,0
1594,299,-28,-132,842,1,0,0,0,0
1595,298,-13,-182,880,2,0,0,0,0
1596,301,-7,-164,899,-1,0,0,0,0
1597,301,0,-126,927,-1,0,0,0,0
1598,301,3,-100,950,-1,0,0,0,0
1599,301,8,-71,978,-1,0,0,0,0
1600,302,9,-56,995,-2,0,0,0,0
1601,301,12,-41,1005,-1,0,0,0,0
1602,301,10,-28,1008,-1,0,0,0,0
1603,302,13,-20,1013,-2,0,0,0,0
1604,301,11,-12,1015,-1,0,0,0,0
1605,301,11,-7,1017,-1,0,0,0,0
1606,301,9,-3,1019,-1,0,0,0,0
1607,299,9,0,1019,1,0,0,0,0
1608,303,10,2,1020,-3,0,0,0,0
1609,301,11,4,1019,-1,0,0,0,0
1610,300,11,5,1019,0,0,0,0,0
1611,302,12,6,1018,-2,0,0,0,0
1612,301,12,6,1018,-1,0,0,0,0
1613,301,12,5,1018,-1,0,0,0,0
1614,301,13,5,1017,-1,0,0,0,0
1615,302,12,5,1017,-2,0,0,0,0
1616,301,11,5,1018,-1,0,0,0,0
1617,301,11,6,1019,-1,0,0,0,0
1618,301,11,6,1019,-1,0,0,0,0
1619,302,12,6,1019,-2,0,0,0,0
1620,301,12,6,1019,-1,0,0,0,0
1621,301,12,5,1018,-1,0,0,0,0
1622,301,12,5,1017,-1,0,0,0,0
1623,302,12,5,1017,-2,0,0,0,0
1624,301,13,5,1018,-1,0,0,0,0
1625,301,13,6,1019,-1,0,0,0,0
1626,301,13,6,1019,-1,0,0,0,0
1627,302,13,6,1018,-2,0,0,0,0
1628,301,13,6,1018,-1,0,0,0,0
1629,301,13,6,1018,-1,0,0,0,0
1630,301,13,6,1018,-1,0,0,0,0
1631,300,13,6,1018,0,0,0,0,0
1632,293,13,6,1018,7,14070,14000,70,0
1633,295,26,-102,958,5,10190,10000,190,0
1634,294,35,-124,902,6,12300,12000,300,0
1635,289,38,-118,921,11,22470,22000,470,0
1636,279,38,-50,966,21,42790,42000,790,0
1637,282,25,68,974,18,37180,36000,1180,0
1638,280,17,108,957,20,41560,40000,1560,0
1639,277,-14,83,982,23,47990,46000,1990,0
1640,263,-19,94,996,37,65535,8464,2590,0
1641,268,-19,174,966,32,65535,64000,3280,0
1642,265,-8,181,968,35,65535,4464,3950,0
1643,254,0,150,1039,46,65535,26464,4760,0
1644,234,8,224,924,66,65535,928,5880,0
1645,240,45,181,955,60,65535,54464,7140,0
1646,237,9,168,973,63,65535,60464,8370,0
1647,231,-7,142,1005,69,65535,6928,9690,0
1648,217,-31,129,1138,83,65535,34928,11210,0
1649,221,-27,75,1152,79,65535,26928,12830,0
1650,219,-46,33,1195,81,65535,30928,14430,0
1651,217,-14,-14,1278,83,65535,34928,16070,0
1652,210,-22,-63,1352,90,65535,48928,17800,0
1653,211,13,-133,1375,89,65535,46928,19590,0
1654,211,61,-74,1314,89,65535,46928,21370,0
1655,215,54,-44,1241,85,65535,38928,23110,0
1656,221,40,6,1187,79,65535,26928,24750,0
1657,219,17,16,1138,81,65535,30928,26350,0
1658,220,22,21,1183,80,65535,28928,27960,0
1659,226,-19,-15,1124,74,65535,16928,29500,0
1660,231,-110,-10,1058,69,65535,6928,30930,0
1661,229,-143,-53,1079,71,65535,10928,32330,0
1662,230,-151,-115,1007,70,65535,8928,33740,0
1663,237,-129,-69,902,63,65535,60464,35070,0
1664,243,-150,-61,742,57,65535,48464,36270,0
1665,242,-130,-51,673,58,65535,50464,37420,0
1666,243,-85,-67,765,57,65535,48464,38570,0
1667,251,-3,-39,877,49,65535,32464,39630,0
1668,257,35,5,978,43,65535,20464,40550,0
1669,255,43,44,938,45,65535,24464,41430,0
1670,256,19,54,888,44,65535,22464,42320,0
