Tid,Avstand,X,Y,Z,Error,Power,uP,uI,uD
2223,302,12,7,1015,-2,0,0,0,0
2224,301,12,7,1016,-1,0,0,0,0
2225,301,12,6,1017,-1,0,0,0,0
2226,301,12,6,1018,-1,0,0,0,0
2227,299,13,6,1018,1,0,0,0,0
2228,297,14,7,1018,3,0,0,0,0
2229,298,15,7,1018,2,0,0,0,0
2230,298,16,7,1018,2,0,0,0,0
2231,298,16,6,1017,2,0,0,0,0
2232,298,15,6,1017,2,0,0,0,0
2233,298,15,6,1017,2,0,0,0,0
2234,298,14,6,1017,2,0,0,0,0
2235,301,14,7,1017,-1,0,0,0,0
2236,302,15,7,1018,-2,0,0,0,0
2237,302,15,7,1018,-2,0,0,0,0
2238,301,15,6,1018,-1,0,0,0,0
2239,300,15,6,1019,0,0,0,0,0
2240,298,14,6,1019,2,0,0,0,0
2241,298,14,7,1019,2,0,0,0,0
2242,299,13,8,1019,1,0,0,0,0
2243,299,12,8,1019,1,0,0,0,0
2244,297,12,8,1019,3,0,0,0,0
2245,299,12,8,1019,1,0,0,0,0
2246,298,12,8,1019,2,0,0,0,0
2247,299,12,8,1020,1,0,0,0,0
2248,298,11,7,1020,2,0,0,0,0
2249,298,10,7,1019,2,0,0,0,0
2250,298,10,7,1019,2,0,0,0,0
2251,299,9,7,1018,1,0,0,0,0
2252,298,9,7,1018,2,0,0,0,0
2253,298,9,7,1018,2,0,0,0,0
2254,298,9,8,1018,2,0,0,0,0
2255,302,14,7,1017,-2,0,0,0,0
2256,301,14,6,1016,-1,0,0,0,0
2257,302,13,7,1016,-2,0,0,0,0
2258,302,13,7,1016,-2,0,0,0,0
2259,302,13,6,1016,-2,0,0,0,0
2260,301,14,6,1016,-1,0,0,0,0
2261,302,14,6,1016,-2,0,0,0,0
2262,302,14,6,1016,-2,0,0,0,0
2263,299,14,6,1016,1,0,0,0,0
2264,298,14,6,1016,2,0,0,0,0
2265,298,14,7,1016,2,0,0,0,0
2266,299,13,7,1018,1,0,0,0,0
2267,299,14,7,1018,1,0,0,0,0
2268,297,14,7,1018,3,0,0,0,0
2269,298,14,7,1019,2,0,0,0,0
2270,299,14,7,1017,1,0,0,0,0
2271,299,13,7,1016,1,0,0,0,0
2272,298,13,7,1015,2,0,0,0,0
2273,298,13,6,1015,2,0,0,0,0
2274,298,13,6,1015,2,0,0,0,0
2275,299,13,6,1014,1,0,0,0,0
2276,298,13,6,1016,2,0,0,0,0
2277,298,13,5,1016,2,0,0,0,0
2278,299,13,5,1016,1,0,0,0,0
2279,299,13,5,1016,1,0,0,0,0
2280,298,13,5,1016,2,0,0,0,0
2281,297,13,5,1017,3,0,0,0,0
2282,299,13,5,1017,1,0,0,0,0
2283,298,13,5,1016,2,0,0,0,0
2284,298,13,5,1016,2,0,0,0,0
2285,298,13,5,1016,2,0,0,0,0
2286,299,12,5,1016,1,0,0,0,0
2287,299,12,5,1016,1,0,0,0,0
2288,298,12,5,1017,2,0,0,0,0
2289,298,12,5,1017,2,0,0,0,0
2290,299,13,5,1018,1,0,0,0,0
2291,299,13,5,1019,1,0,0,0,0
2292,298,13,5,1020,2,0,0,0,0
2293,298,14,4,1019,2,0,0,0,0
2294,299,15,4,1018,1,0,0,0,0
2295,299,15,4,1017,1,0,0,0,0
2296,299,15,4,1017,1,0,0,0,0
2297,299,15,4,1017,1,0,0,0,0
2298,299,15,5,1016,1,0,0,0,0
2299,298,15,5,1015,2,0,0,0,0
2300,298,15,6,1015,2,0,0,0,0
2301,298,15,5,1015,2,0,0,0,0
2302,300,14,5,1015,0,0,0,0,0
2303,302,14,5,1015,-2,0,0,0,0
2304,301,13,5,1015,-1,0,0,0,0
2305,302,13,5,1016,-2,0,0,0,0
2306,303,13,5,1016,-3,0,0,0,0
2307,302,13,5,1017,-2,0,0,0,0
2308,302,13,5,1017,-2,0,0,0,0
2309,302,13,5,1017,-2,0,0,0,0
2310,302,13,5,1017,-2,0,0,0,0
2311,298,14,6,1017,2,0,0,0,0
2312,299,15,6,1016,1,0,0,0,0
2313,299,15,6,1018,1,0,0,0,0
2314,301,15,7,1018,-1,0,0,0,0
2315,302,15,7,1018,-2,0,0,0,0
2316,301,15,7,1018,-1,0,0,0,0
2317,302,15,7,1019,-2,0,0,0,0
2318,303,13,6,1019,-3,0,0,0,0
2319,302,12,6,1019,-2,0,0,0,0
2320,302,12,6,1020,-2,0,0,0,0
2321,302,13,5,1019,-2,0,0,0,0
2322,301,13,5,1017,-1,0,0,0,0
2323,298,13,5,1017,2,0,0,0,0
2324,298,13,4,1016,2,0,0,0,0
2325,297,14,4,1017,3,0,0,0,0
2326,299,14,4,1018,1,0,0,0,0
2327,298,14,5,1017,2,0,0,0,0
2328,298,13,5,1017,2,0,0,0,0
2329,298,13,5,1017,2,0,0,0,0
2330,298,13,6,1017,2,0,0,0,0
2331,297,13,6,1017,3,0,0,0,0
2332,298,13,6,1017,2,0,0,0,0
2333,299,13,6,1017,1,0,0,0,0
2334,296,13,5,1018,4,0,0,0,0
2335,295,12,6,1018,5,10090,10000,90,0
2336,294,5,79,1023,6,12200,12000,200,0
2337,295,14,178,1055,5,10310,10000,310,0
2338,298,12,202,975,2,0,0,0,0
2339,299,-1,83,916,1,0,0,0,0
2340,298,-18,48,918,2,0,0,0,0
2341,296,-11,-19,938,4,0,0,0,0
2342,302,5,-55,993,-2,0,0,0,0
2343,302,4,-46,1022,-2,0,0,0,0
2344,301,9,-55,1027,-1,0,0,0,0
2345,301,5,-29,1030,-1,0,0,0,0
2346,303,10,-31,1025,-3,0,0,0,0
2347,302,8,-19,1032,-2,0,0,0,0
2348,302,13,-17,1038,-2,0,0,0,0
2349,301,12,-13,1037,-1,0,0,0,0
2350,303,14,-4,1039,-3,0,0,0,0
2351,301,14,-5,1032,-1,0,0,0,0
2352,302,13,3,1031,-2,0,0,0,0
2353,302,15,0,1026,-2,0,0,0,0
2354,303,12,4,1024,-3,0,0,0,0
2355,301,15,3,1022,-1,0,0,0,0
2356,302,13,6,1020,-2,0,0,0,0
2357,302,15,6,1019,-2,0,0,0,0
2358,302,13,6,1017,-2,0,0,0,0
2359,301,13,7,1017,-1,0,0,0,0
2360,302,13,6,1016,-2,0,0,0,0
2361,301,12,7,1018,-1,0,0,0,0
2362,300,13,5,1018,0,0,0,0,0
2363,297,13,7,1019,3,0,0,0,0
2364,298,13,6,1018,2,0,0,0,0
2365,299,12,6,1018,1,0,0,0,0
2366,302,13,6,1018,-2,0,0,0,0
2367,302,12,6,1018,-2,0,0,0,0
2368,302,12,6,1018,-2,0,0,0,0
2369,302,12,6,1018,-2,0,0,0,0
2370,303,12,5,1018,-3,0,0,0,0
2371,302,12,5,1018,-2,0,0,0,0
2372,303,12,5,1017,-3,0,0,0,0
2373,302,12,5,1016,-2,0,0,0,0
2374,302,13,5,1016,-2,0,0,0,0
2375,302,13,5,1015,-2,0,0,0,0
2376,302,14,5,1015,-2,0,0,0,0
2377,302,16,5,1015,-2,0,0,0,0
2378,303,17,5,1015,-3,0,0,0,0
2379,301,15,5,1016,-1,0,0,0,0
2380,302,14,5,1017,-2,0,0,0,0
2381,302,13,6,1016,-2,0,0,0,0
2382,303,12,7,1017,-3,0,0,0,0
2383,301,11,7,1017,-1,0,0,0,0
2384,302,11,7,1018,-2,0,0,0,0
2385,302,11,6,1019,-2,0,0,0,0
2386,303,11,6,1019,-3,0,0,0,0
2387,302,10,6,1019,-2,0,0,0,0
2388,302,10,5,1019,-2,0,0,0,0
2389,302,10,4,1018,-2,0,0,0,0
2390,303,11,4,1018,-3,0,0,0,0
2391,302,11,3,1019,-2,0,0,0,0
2392,302,11,3,1019,-2,0,0,0,0
2393,302,11,4,1019,-2,0,0,0,0
2394,302,11,4,1019,-2,0,0,0,0
2395,301,12,4,1019,-1,0,0,0,0
2396,302,12,5,1020,-2,0,0,0,0
2397,302,12,6,1019,-2,0,0,0,0
2398,302,12,6,1019,-2,0,0,0,0
2399,301,12,6,1019,-1,0,0,0,0
2400,302,12,6,1019,-2,0,0,0,0
2401,302,12,5,1019,-2,0,0,0,0
2402,302,12,5,1019,-2,0,0,0,0
2403,301,12,6,1019,-1,0,0,0,0
2404,302,12,6,1019,-2,0,0,0,0
2405,302,12,6,1019,-2,0,0,0,0
2406,302,13,6,1018,-2,0,0,0,0
2407,301,13,6,1018,-1,0,0,0,0
2408,302,13,5,1017,-2,0,0,0,0
2409,301,12,5,1017,-1,0,0,0,0
2410,298,12,6,1018,2,0,0,0,0
2411,298,12,6,1019,2,0,0,0,0
2412,298,12,6,1019,2,0,0,0,0
2413,300,12,6,1019,0,0,0,0,0
2414,302,12,6,1020,-2,0,0,0,0
2415,301,12,7,1020,-1,0,0,0,0
2416,302,13,7,1019,-2,0,0,0,0
2417,302,13,8,1018,-2,0,0,0,0
2418,300,13,8,1017,0,0,0,0,0
2419,301,13,7,1016,-1,0,0,0,0
2420,302,13,6,1016,-2,0,0,0,0
2421,302,13,6,1016,-2,0,0,0,0
2422,302,12,6,1017,-2,0,0,0,0
2423,301,12,5,1018,-1,0,0,0,0
2424,301,12,4,1018,-1,0,0,0,0
2425,302,12,4,1018,-2,0,0,0,0
2426,302,12,4,1018,-2,0,0,0,0
2427,301,12,4,1019,-1,0,0,0,0
2428,301,12,4,1019,-1,0,0,0,0
2429,302,11,4,1019,-2,0,0,0,0
2430,302,10,4,1019,-2,0,0,0,0
2431,302,10,4,1018,-2,0,0,0,0
2432,302,10,4,1018,-2,0,0,0,0
2433,301,11,4,1019,-1,0,0,0,0
2434,298,12,4,1020,2,0,0,0,0
2435,298,12,4,1020,2,0,0,0,0
2436,297,12,4,1019,3,0,0,0,0
2437,300,12,4,1019,0,0,0,0,0
2438,302,11,5,1019,-2,0,0,0,0
2439,301,10,6,1019,-1,0,0,0,0
2440,302,10,6,1018,-2,0,0,0,0
2441,302,10,6,1018,-2,0,0,0,0
2442,301,10,6,1018,-1,0,0,0,0
2443,301,10,6,1018,-1,0,0,0,0
2444,300,10,6,1019,0,0,0,0,0
2445,301,10,6,1020,-1,0,0,0,0
2446,297,10,7,1020,3,0,0,0,0
2447,298,10,7,1020,2,0,0,0,0
2448,298,10,7,1020,2,0,0,0,0
2449,300,11,7,1020,0,0,0,0,0
2450,302,12,7,1021,-2,0,0,0,0
2451,301,12,7,1020,-1,0,0,0,0
2452,301,13,7,1020,-1,0,0,0,0
2453,303,13,7,1020,-3,0,0,0,0
2454,301,14,7,1020,-1,0,0,0,0
2455,301,14,7,1020,-1,0,0,0,0
2456,301,13,7,1020,-1,0,0,0,0
2457,302,13,9,1021,-2,0,0,0,0
2458,302,13,9,1021,-2,0,0,0,0
2459,302,13,9,1021,-2,0,0,0,0
2460,301,13,8,1020,-1,0,0,0,0
2461,301,12,8,1020,-1,0,0,0,0
2462,298,12,7,1020,2,0,0,0,0
2463,298,12,7,1019,2,0,0,0,0
2464,298,11,6,1019,2,0,0,0,0
2465,301,11,6,1018,-1,0,0,0,0
2466,302,11,6,1018,-2,0,0,0,0
2467,301,11,7,1019,-1,0,0,0,0
2468,301,11,7,1019,-1,0,0,0,0
2469,302,12,8,1019,-2,0,0,0,0
2470,301,12,9,1019,-1,0,0,0,0
2471,302,12,10,1019,-2,0,0,0,0
2472,302,13,10,1019,-2,0,0,0,0
2473,302,13,9,1018,-2,0,0,0,0
2474,301,13,9,1018,-1,0,0,0,0
2475,302,13,9,1019,-2,0,0,0,0
2476,302,13,8,1020,-2,0,0,0,0
2477,303,13,7,1021,-3,0,0,0,0
2478,301,13,7,1019,-1,0,0,0,0
2479,302,13,7,1018,-2,0,0,0,0
2480,302,13,6,1018,-2,0,0,0,0
2481,302,14,4,1017,-2,0,0,0,0
2482,301,14,4,1018,-1,0,0,0,0
2483,302,14,5,1018,-2,0,0,0,0
2484,301,14,5,1018,-1,0,0,0,0
2485,300,14,6,1017,0,0,0,0,0
2486,298,14,6,1017,2,0,0,0,0
2487,299,14,5,1017,1,0,0,0,0
2488,299,13,5,1017,1,0,0,0,0
2489,301,12,5,1018,-1,0,0,0,0
2490,302,11,6,1019,-2,0,0,0,0
2491,302,11,6,1020,-2,0,0,0,0
2492,302,12,6,1020,-2,0,0,0,0
2493,302,12,6,1020,-2,0,0,0,0
2494,301,11,6,1020,-1,0,0,0,0
2495,302,11,6,1021,-2,0,0,0,0
2496,302,11,6,1022,-2,0,0,0,0
2497,303,11,6,1022,-3,0,0,0,0
2498,301,11,6,1022,-1,0,0,0,0
2499,302,11,6,1022,-2,0,0,0,0
2500,302,11,6,1022,-2,0,0,0,0
2501,303,12,6,1022,-3,0,0,0,0
2502,301,12,6,1022,-1,0,0,0,0
2503,302,12,6,1021,-2,0,0,0,0
2504,302,11,6,1020,-2,0,0,0,0
2505,302,11,6,1019,-2,0,0,0,0
2506,302,11,7,1018,-2,0,0,0,0
2507,302,12,7,1017,-2,0,0,0,0
2508,302,12,7,1017,-2,0,0,0,0
2509,303,12,6,1017,-3,0,0,0,0
2510,302,12,5,1017,-2,0,0,0,0
2511,302,12,5,1017,-2,0,0,0,0
2512,302,11,5,1018,-2,0,0,0,0
2513,302,11,5,1019,-2,0,0,0,0
2514,301,10,5,1019,-1,0,0,0,0
2515,301,9,5,1019,-1,0,0,0,0
2516,303,9,4,1018,-3,0,0,0,0
2517,302,10,4,1018,-2,0,0,0,0
2518,302,10,4,1018,-2,0,0,0,0
2519,302,10,4,1017,-2,0,0,0,0
2520,302,10,5,1016,-2,0,0,0,0
2521,303,10,5,1016,-3,0,0,0,0
2522,301,10,5,1017,-1,0,0,0,0
2523,301,10,5,1017,-1,0,0,0,0
2524,302,10,5,1018,-2,0,0,0,0
2525,302,10,4,1018,-2,0,0,0,0
2526,301,11,4,1018,-1,0,0,0,0
2527,302,12,5,1018,-2,0,0,0,0
2528,302,13,5,1018,-2,0,0,0,0
2529,302,14,5,1018,-2,0,0,0,0
2530,302,13,5,1018,-2,0,0,0,0
2531,302,13,5,1019,-2,0,0,0,0
2532,302,12,5,1019,-2,0,0,0,0
2533,302,12,5,1019,-2,0,0,0,0
2534,302,12,5,1019,-2,0,0,0,0
2535,302,11,5,1019,-2,0,0,0,0
2536,302,11,5,1018,-2,0,0,0,0
2537,302,11,6,1018,-2,0,0,0,0
2538,302,12,6,1018,-2,0,0,0,0
2539,302,12,6,1017,-2,0,0,0,0
2540,302,12,6,1018,-2,0,0,0,0
2541,299,12,6,1018,1,0,0,0,0
2542,299,12,6,1018,1,0,0,0,0
2543,299,12,6,1018,1,0,0,0,0
2544,299,12,6,1017,1,0,0,0,0
2545,302,12,6,1017,-2,0,0,0,0
2546,301,13,6,1018,-1,0,0,0,0
2547,302,14,6,1018,-2,0,0,0,0
2548,302,14,6,1018,-2,0,0,0,0
2549,299,14,5,1018,1,0,0,0,0
2550,298,13,5,1018,2,0,0,0,0
2551,298,13,5,1018,2,0,0,0,0
2552,299,13,5,1018,1,0,0,0,0
2553,303,13,5,1017,-3,0,0,0,0
2554,301,12,5,1018,-1,0,0,0,0
2555,302,12,5,1018,-2,0,0,0,0
2556,303,12,5,1018,-3,0,0,0,0
2557,302,12,6,1018,-2,0,0,0,0
2558,302,13,6,1018,-2,0,0,0,0
2559,300,13,6,1018,0,0,0,0,0
2560,303,13,6,1019,-3,0,0,0,0
2561,305,13,6,1019,-5,10080,55536,65456,0
2562,305,9,-66,1002,-5,10180,55536,65356,0
2563,305,7,-153,984,-5,10280,55536,65256,0
2564,305,33,-179,1092,-5,10380,55536,65156,0
2565,301,57,-127,1173,-1,0,0,0,0
2566,302,64,-31,1199,-2,0,0,0,0
2567,301,68,46,1116,-1,0,0,0,0
2568,303,55,114,1028,-3,0,0,0,0
2569,302,44,110,976,-2,0,0,0,0
2570,302,28,109,965,-2,0,0,0,0
2571,301,28,84,994,-1,0,0,0,0
2572,302,25,64,1024,-2,0,0,0,0
2573,298,25,52,1044,2,0,0,0,0
2574,299,26,40,1050,1,0,0,0,0
2575,298,23,40,1045,2,0,0,0,0
2576,299,23,29,1036,1,0,0,0,0
2577,299,19,29,1026,1,0,0,0,0
2578,298,19,23,1014,2,0,0,0,0
2579,298,16,20,1008,2,0,0,0,0
2580,301,16,17,1004,-1,0,0,0,0
2581,302,15,13,1004,-2,0,0,0,0
2582,302,15,12,1008,-2,0,0,0,0
2583,302,15,8,1009,-2,0,0,0,0
2584,302,14,8,1013,-2,0,0,0,0
2585,298,15,6,1015,2,0,0,0,0
2586,299,15,7,1017,1,0,0,0,0
2587,299,16,6,1018,1,0,0,0,0
2588,299,15,6,1018,1,0,0,0,0
2589,299,14,6,1018,1,0,0,0,0
2590,299,14,6,1017,1,0,0,0,0
2591,299,14,6,1016,1,0,0,0,0
2592,300,13,5,1014,0,0,0,0,0
2593,299,13,6,1014,1,0,0,0,0
2594,299,13,6,1014,1,0,0,0,0
2595,298,13,7,1015,2,0,0,0,0
2596,299,15,7,1015,1,0,0,0,0
2597,299,15,7,1016,1,0,0,0,0
2598,298,14,6,1016,2,0,0,0,0
2599,298,14,7,1017,2,0,0,0,0
2600,299,14,7,1017,1,0,0,0,0
2601,298,13,7,1017,2,0,0,0,0
2602,298,13,7,1015,2,0,0,0,0
2603,298,13,7,1015,2,0,0,0,0
2604,299,13,7,1016,1,0,0,0,0
2605,298,13,7,1017,2,0,0,0,0
2606,298,14,7,1017,2,0,0,0,0
2607,298,14,6,1017,2,0,0,0,0
2608,299,14,6,1017,1,0,0,0,0
2609,299,14,6,1017,1,0,0,0,0
2610,298,14,6,1018,2,0,0,0,0
2611,298,15,6,1019,2,0,0,0,0
2612,299,15,7,1019,1,0,0,0,0
2613,298,15,8,1018,2,0,0,0,0
2614,298,14,8,1018,2,0,0,0,0
2615,298,14,8,1019,2,0,0,0,0
2616,299,13,8,1018,1,0,0,0,0
2617,298,13,8,1018,2,0,0,0,0
2618,299,13,8,1018,1,0,0,0,0
2619,298,13,8,1017,2,0,0,0,0
2620,301,13,7,1015,-1,0,0,0,0
2621,302,13,6,1016,-2,0,0,0,0
2622,302,13,5,1017,-2,0,0,0,0
2623,301,13,5,1017,-1,0,0,0,0
2624,300,13,5,1017,0,0,0,0,0
2625,297,13,5,1017,3,0,0,0,0
2626,299,13,5,1017,1,0,0,0,0
2627,299,13,5,1017,1,0,0,0,0
2628,299,12,5,1017,1,0,0,0,0
2629,298,12,5,1017,2,0,0,0,0
2630,299,12,5,1016,1,0,0,0,0
2631,298,12,5,1016,2,0,0,0,0
2632,299,12,5,1018,1,0,0,0,0
2633,298,11,5,1019,2,0,0,0,0
2634,298,11,5,1020,2,0,0,0,0
2635,298,11,5,1020,2,0,0,0,0
2636,299,11,5,1020,1,0,0,0,0
2637,298,11,5,1019,2,0,0,0,0
2638,299,12,5,1018,1,0,0,0,0
2639,298,13,5,1018,2,0,0,0,0
2640,299,13,5,1018,1,0,0,0,0
2641,298,13,5,1018,2,0,0,0,0
2642,299,13,5,1018,1,0,0,0,0
2643,298,13,5,1018,2,0,0,0,0
2644,299,13,5,1018,1,0,0,0,0
2645,298,14,5,1017,2,0,0,0,0
2646,298,14,5,1017,2,0,0,0,0
2647,299,14,5,1016,1,0,0,0,0
2648,299,14,5,1016,1,0,0,0,0
2649,298,14,5,1015,2,0,0,0,0
2650,298,13,5,1016,2,0,0,0,0
2651,299,13,5,1017,1,0,0,0,0
2652,299,14,6,1016,1,0,0,0,0
2653,298,14,6,1015,2,0,0,0,0
2654,298,13,6,1014,2,0,0,0,0
2655,299,13,6,1015,1,0,0,0,0
2656,299,13,6,1015,1,0,0,0,0
2657,298,13,7,1015,2,0,0,0,0
2658,298,13,7,1015,2,0,0,0,0
2659,299,12,7,1016,1,0,0,0,0
2660,299,12,7,1017,1,0,0,0,0
2661,298,12,7,1017,2,0,0,0,0
2662,299,12,7,1017,1,0,0,0,0
2663,299,12,7,1018,1,0,0,0,0
2664,299,12,7,1018,1,0,0,0,0
2665,298,12,7,1018,2,0,0,0,0
2666,294,12,7,1018,6,12080,12000,80,0
2667,298,11,-95,1058,2,0,0,0,0
2668,299,-1,-178,1070,1,0,0,0,0
2669,298,-35,-252,947,2,0,0,0,0
2670,298,-30,-254,870,2,0,0,0,0
2671,299,-21,-191,825,1,0,0,0,0
2672,299,-12,-148,834,1,0,0,0,0
2673,298,-5,-120,854,2,0,0,0,0
2674,298,-3,-88,873,2,0,0,0,0
2675,299,2,-67,892,1,0,0,0,0
2676,302,3,-43,917,-2,0,0,0,0
2677,301,6,-36,943,-1,0,0,0,0
2678,302,8,-23,968,-2,0,0,0,0
2679,301,10,-17,986,-1,0,0,0,0
2680,298,10,-11,1000,2,0,0,0,0
2681,299,12,-5,1010,1,0,0,0,0
2682,298,12,-3,1013,2,0,0,0,0
2683,299,12,2,1017,1,0,0,0,0
2684,299,12,1,1016,1,0,0,0,0
2685,298,12,3,1016,2,0,0,0,0
2686,298,12,2,1014,2,0,0,0,0
2687,299,12,5,1014,1,0,0,0,0
2688,298,13,5,1013,2,0,0,0,0
2689,298,13,6,1013,2,0,0,0,0
2690,298,14,6,1014,2,0,0,0,0
2691,300,13,6,1015,0,0,0,0,0
2692,302,12,6,1015,-2,0,0,0,0
2693,301,12,6,1015,-1,0,0,0,0
2694,302,11,5,1016,-2,0,0,0,0
2695,301,12,4,1017,-1,0,0,0,0
2696,298,12,5,1018,2,0,0,0,0
2697,299,12,5,1017,1,0,0,0,0
2698,298,12,5,1016,2,0,0,0,0
2699,299,12,5,1016,1,0,0,0,0
2700,299,12,6,1016,1,0,0,0,0
2701,298,13,6,1017,2,0,0,0,0
2702,299,13,6,1018,1,0,0,0,0
2703,299,13,6,1019,1,0,0,0,0
2704,299,13,6,1019,1,0,0,0,0
2705,299,13,6,1019,1,0,0,0,0
2706,299,12,6,1019,1,0,0,0,0
2707,299,12,6,1019,1,0,0,0,0
2708,298,12,5,1019,2,0,0,0,0
2709,298,12,5,1018,2,0,0,0,0
2710,298,11,5,1017,2,0,0,0,0
2711,299,11,5,1017,1,0,0,0,0
2712,298,11,5,1017,2,0,0,0,0
2713,298,12,4,1017,2,0,0,0,0
2714,298,12,3,1017,2,0,0,0,0
2715,299,12,3,1017,1,0,0,0,0
2716,298,12,3,1017,2,0,0,0,0
2717,298,12,3,1017,2,0,0,0,0
2718,297,12,3,1018,3,0,0,0,0
2719,298,13,3,1017,2,0,0,0,0
2720,298,13,2,1017,2,0,0,0,0
2721,298,13,2,1017,2,0,0,0,0
2722,298,13,3,1017,2,0,0,0,0
2723,299,13,4,1017,1,0,0,0,0
2724,297,13,4,1017,3,0,0,0,0
2725,298,13,5,1017,2,0,0,0,0
2726,298,13,6,1018,2,0,0,0,0
2727,300,13,7,1019,0,0,0,0,0
2728,302,13,7,1018,-2,0,0,0,0
2729,301,12,7,1018,-1,0,0,0,0
2730,301,12,7,1018,-1,0,0,0,0
2731,301,12,7,1018,-1,0,0,0,0
2732,297,12,7,1017,3,0,0,0,0
2733,298,12,7,1017,2,0,0,0,0
2734,298,12,7,1017,2,0,0,0,0
2735,298,12,7,1016,2,0,0,0,0
2736,298,12,7,1016,2,0,0,0,0
2737,299,13,7,1017,1,0,0,0,0
2738,298,13,7,1017,2,0,0,0,0
2739,300,12,7,1016,0,0,0,0,0
2740,301,11,7,1015,-1,0,0,0,0
2741,301,11,7,1015,-1,0,0,0,0
2742,301,11,7,1015,-1,0,0,0,0
2743,301,11,6,1015,-1,0,0,0,0
2744,297,11,5,1015,3,0,0,0,0
2745,299,11,5,1015,1,0,0,0,0
2746,299,12,5,1016,1,0,0,0,0
2747,300,12,5,1016,0,0,0,0,0
2748,299,12,5,1017,1,0,0,0,0
2749,299,12,4,1019,1,0,0,0,0
2750,301,12,3,1020,-1,0,0,0,0
2751,301,12,2,1020,-1,0,0,0,0
2752,302,12,2,1019,-2,0,0,0,0
2753,301,12,2,1019,-1,0,0,0,0
2754,301,12,2,1019,-1,0,0,0,0
2755,300,12,3,1019,0,0,0,0,0
2756,298,12,3,1019,2,0,0,0,0
2757,300,12,3,1019,0,0,0,0,0
2758,299,12,3,1019,1,0,0,0,0
2759,299,13,3,1019,1,0,0,0,0
2760,298,13,3,1019,2,0,0,0,0
2761,299,13,3,1019,1,0,0,0,0
2762,298,14,4,1019,2,0,0,0,0
2763,299,14,6,1019,1,0,0,0,0
2764,298,14,8,1019,2,0,0,0,0
2765,299,12,8,1019,1,0,0,0,0
2766,299,12,8,1019,1,0,0,0,0
2767,300,12,8,1018,0,0,0,0,0
2768,298,12,8,1018,2,0,0,0,0
2769,299,12,8,1018,1,0,0,0,0
2770,299,12,8,1019,1,0,0,0,0
2771,299,12,8,1019,1,0,0,0,0
2772,298,12,8,1018,2,0,0,0,0
2773,299,13,8,1017,1,0,0,0,0
2774,299,13,8,1016,1,0,0,0,0
2775,302,13,7,1016,-2,0,0,0,0
2776,302,13,7,1017,-2,0,0,0,0
2777,303,13,7,1017,-3,0,0,0,0
2778,302,13,7,1017,-2,0,0,0,0
2779,300,12,6,1016,0,0,0,0,0
2780,298,12,6,1017,2,0,0,0,0
2781,298,11,6,1018,2,0,0,0,0
2782,299,11,6,1018,1,0,0,0,0
2783,302,11,6,1018,-2,0,0,0,0
2784,301,11,6,1018,-1,0,0,0,0
2785,302,11,6,1018,-2,0,0,0,0
2786,302,11,6,1017,-2,0,0,0,0
2787,303,11,6,1017,-3,0,0,0,0
2788,302,11,7,1017,-2,0,0,0,0
2789,302,11,7,1018,-2,0,0,0,0
2790,302,12,7,1018,-2,0,0,0,0
2791,303,13,7,1018,-3,0,0,0,0
2792,302,14,6,1018,-2,0,0,0,0
2793,302,14,6,1018,-2,0,0,0,0
2794,302,14,6,1018,-2,0,0,0,0
2795,299,14,6,1019,1,0,0,0,0
2796,298,13,6,1020,2,0,0,0,0
2797,298,13,6,1020,2,0,0,0,0
2798,299,13,6,1020,1,0,0,0,0
2799,302,14,6,1019,-2,0,0,0,0
2800,301,14,6,1018,-1,0,0,0,0
2801,302,14,5,1017,-2,0,0,0,0
2802,301,14,4,1016,-1,0,0,0,0
2803,299,14,4,1015,1,0,0,0,0
2804,298,14,4,1015,2,0,0,0,0
2805,298,14,4,1015,2,0,0,0,0
2806,299,13,4,1014,1,0,0,0,0
2807,302,13,4,1015,-2,0,0,0,0
2808,301,12,5,1015,-1,0,0,0,0
2809,302,11,5,1015,-2,0,0,0,0
2810,302,12,5,1015,-2,0,0,0,0
2811,298,12,5,1015,2,0,0,0,0
2812,298,11,5,1015,2,0,0,0,0
2813,298,11,5,1016,2,0,0,0,0
2814,299,11,5,1017,1,0,0,0,0
2815,299,11,6,1018,1,0,0,0,0
2816,298,11,6,1018,2,0,0,0,0
2817,299,11,6,1017,1,0,0,0,0
2818,299,11,6,1017,1,0,0,0,0
2819,298,11,6,1017,2,0,0,0,0
2820,298,10,6,1018,2,0,0,0,0
2821,298,10,6,1018,2,0,0,0,0
2822,299,10,6,1017,1,0,0,0,0
2823,299,10,7,1017,1,0,0,0,0
2824,300,10,7,1017,0,0,0,0,0
2825,298,10,6,1016,2,0,0,0,0
2826,299,10,6,1016,1,0,0,0,0
2827,299,10,6,1016,1,0,0,0,0
2828,298,10,6,1015,2,0,0,0,0
2829,298,11,6,1015,2,0,0,0,0
2830,299,10,6,1015,1,0,0,0,0
2831,298,10,6,1015,2,0,0,0,0
2832,298,10,6,1015,2,0,0,0,0
2833,298,10,6,1015,2,0,0,0,0
2834,299,11,6,1015,1,0,0,0,0
2835,298,11,6,1014,2,0,0,0,0
2836,298,12,6,1014,2,0,0,0,0
2837,298,12,6,1015,2,0,0,0,0
2838,299,12,6,1016,1,0,0,0,0
2839,298,12,5,1017,2,0,0,0,0
2840,298,11,5,1017,2,0,0,0,0
2841,298,11,4,1017,2,0,0,0,0
2842,299,11,4,1017,1,0,0,0,0
